Name,#,market_cap,price,tag,algorithm,block_time,difficulty,nethash_scraped,block_reward,exchange_rate,exchange_rate_curr
bitcoin,1,"$139,259,969,279","$7,590.70",BTC,SHA-256,603.0,15958652328578.0,1.1366814235402448e+20,12.6757,7581.01,BTC
ethereum,2,"$21,683,452,129",$195.92,ETH,Ethash,13.3094,2239901963928520.0,168294736346380.0,2.0,0.02572761,BTC
bitcoincash,3,"$4,430,930,782",$240.93,BCH,SHA-256,600.0,285632435590.04,0.0,,,
bitcoinsv,4,"$3,612,076,434",$196.42,BSV,SHA-256,579.0,213414726291.924,1.5830902761806648e+18,6.25,0.025895,BTC
litecoin,5,"$2,894,812,341",$44.82,LTC,Scrypt,154.0,6058082.193,168956265554642.0,12.5,0.00589,BTC
cardano,6,"$1,099,772,986",$0.042418,,,,,,,,
monero,7,"$1,077,614,036",$61.45,XMR,RandomX,124.0,149685007087.0,1207137153.0,1.734399971371,0.008107,BTC
tron,8,"$936,663,990",$0.014047,,,,,,,,
dash,9,"$814,585,015",$86.12,DASH,X11,158.0,188378532.209967,5120757184242346.0,1.5533134445469152,0.01132264,BTC
ethereumclassic,10,"$682,251,073",$5.87,ETC,Ethash,13.0794,105671932415673.0,8079264524035.0,3.104,0.0007724,BTC
zcash,11,"$403,990,894",$44.77,ZEC,Equihash,74.0,61258705.3673471,6781504248.0,5.0,0.00588319,BTC
dogecoin,12,"$275,551,451",$0.002217,DOGE,Scrypt,62.0,2852082.32961355,197574198890156.0,10000.0,2.9025e-07,BTC
digibyte,13,"$213,479,301",$0.016329,DGB,Scrypt,15.0,104414.98942455,0.0,,,
bitcoingold,14,"$164,098,266",$9.37,BTG,Zhash,601.0,99575.6484563599,1357277.0,6.25,0.0012344,BTC
algorand,15,"$153,582,733",$0.216591,,,,,,,,
decred,16,"$144,815,325",$12.69,DCR,Blake (14r),287.0,21772346302.3887,3.258240952123554e+17,9.14342351314534,0.00167469,BTC
ravencoin,17,"$124,360,230",$0.020641,RVN,X16Rv2,60.0,427196.497928116,30579916459449.0,5000.0,2.72e-06,BTC
bitcoindiamond,18,"$99,939,049",$0.535887,BCD,BCD,651.0,7458045.16605166,49204393364489.0,125.0,6.994e-05,BTC
energi,19,"$88,990,036",$3.14,,,,,,,,
monacoin,20,"$79,311,186",$1.21,MONA,Lyra2REv2,93.0,3337445.89505892,154131408295134.0,25.0,0.00015777,BTC
komodo,21,"$68,025,818",$0.569403,KMD,Equihash,60.0,212701856.099071,56720494.0,3.0,7.51e-05,BTC
abbccoin,22,"$65,221,918",$0.117429,,,,,,,,
siacoin,23,"$61,700,577",$0.001475,,,,,,,,
bytom,24,"$61,324,618",$0.061172,BTM,Tensority,157.0,71164198687.0,453275150.0,412.5,7.978e-06,BTC
horizen,25,"$54,816,683",$6.14,ZEN,Equihash,149.0,12218656.2719975,671780081.0,7.5,0.0007897,BTC
zilliqa,26,"$50,823,800",$0.005042,,,,,,,,
hypercash,27,"$47,779,577",$1.07,,,,,,,,
verge,28,"$46,653,374",$0.002871,XVG,Scrypt,30.0,16187.2631,0.0,,,
bytecoin,29,"$45,341,318",$0.000246,BCN,CryptoNight,111.0,24489855586.0,220629329.0,315.39900891,3e-08,BTC
